-716,-870,3371,-169,-41,-3698,-73,-473,-1353
-716,-870,3371,-73,-141,-3061,-127,-211,-1377
-716,-870,3371,-44,-150,-3164,-296,149,-1439
-716,-870,3371,-24,-72,-3412,-327,422,-1444
-628,-1297,3354,44,-73,-3786,-327,552,-1433
-628,-1297,3354,281,-65,-4071,-278,492,-1401
-628,-1297,3354,236,66,-4413,-195,469,-1359
-628,-1297,3354,433,105,-4793,-129,645,-1280
-628,-1297,3354,873,83,-4828,-116,861,-1139
-715,-1684,3203,1122,-70,-5126,-113,914,-933
-715,-1684,3203,1255,-177,-5251,-47,801,-732
-715,-1684,3203,1043,-253,-5357,41,401,-587
-715,-1684,3203,1249,-165,-5840,185,-92,-456
-820,-1923,3038,1378,-172,-5947,439,-392,-218
-820,-1923,3038,1045,-397,-5373,587,-588,-31
-820,-1923,3038,668,-622,-4915,634,-755,-3
-820,-1923,3038,428,-466,-4773,493,-892,-94
-820,-1923,3038,624,-236,-5302,444,-898,-163
-570,-1818,3248,781,15,-5313,650,-733,-60
-570,-1818,3248,881,-138,-4423,848,-589,34
-570,-1818,3248,538,-282,-4098,823,-648,43
-570,-1818,3248,190,-236,-4335,707,-936,-142
-351,-1632,3411,311,31,-4565,746,-1125,-308
-351,-1632,3411,570,222,-4231,817,-775,-330
-351,-1632,3411,513,285,-3781,879,-802,-288
-351,-1632,3411,453,196,-3433,893,-588,-233
-351,-1632,3411,344,94,-3091,926,-448,-285
-60,-1397,3625,331,27,-2576,846,-367,-352
-60,-1397,3625,405,-85,-2408,677,-316,-375
